Author,Date,Location,Text
RyanStraight,2020-03-13 00:49:44,plentyshipsreading,RT I also heard play pop songs in the background while recording lecture so that copyright measures will keep your university from reusing them later for online coursesht you know the brilliant person you are
danjsavard,2020-03-13 00:49:43,Canada,RT My spouse pointed out when I wondered whether Zoom could handle every university class in the country that I could always switch to meeting my students within World of Warcraft because the MMORPGs are definitely equipped to handle this kind of traffic
colby_stewart13,2020-03-13 00:49:42,Waco TX,RT Universities across Texas cancelling classes or moving them onlineTHE Texas AampM University
harris_emily20,2020-03-13 00:49:42,NAN,CopywriterBob Capitaldemarca AlexKrallman LaurelAynne AlexaKaye3 JennLStevens I havent really seen any ads for online universities These universities need to step up their game Universities could persuade students by showing them an insight to their university and show students why they would love to attend that specific universityICMKTG LWU482Strat
virginia_true,2020-03-13 00:49:41,Virginia USA,BEWAREHackers are spreading malware through fake coronavirus tracker mapsJohn Hopkins University COVID19 map and the NYT COVID19 map of the US are examples of reliable sources of informationwtpEBRCwtp2020wtp2020
spaceashes,2020-03-13 00:49:41,NAN,RT Some good news to cheer you upKorea and China are recovering Vietnam had their cases under control until British tourists spread it again but I think they can manage it A Philippine university invented a testing kit that can give results in just 2 hrs and for less than 30
smoaksfraser,2020-03-13 00:49:41,NAN,i really wish my university decides to cancel classes
juliadesireee,2020-03-13 00:49:41,St Martin MS,RT The University is 100 protected from COVID19 thanks to Duo TwoFactor Authorization
calvertphoto,2020-03-13 00:49:41,Reno Nev,RT University to move to alternate operations March 23 2020 All classes will move online Campus to remain open Visit for details resources and ongoing updates
SALT461,2020-03-13 00:49:40,USA,shannonrwatts uhaul Major kudos to UHaul for doin what they can to help Good example of pulling together as one community to help InThisTogether community CoronavirusPandemic Covid19 nowisthetimetocometogether university Students
anrklein,2020-03-13 00:49:40,Indianapolis IN,RT Universitys proactive response to COVID19 continues w the latest Public Safety Advisory focused on travel health notices amp advisoriesgt Communication from IUPUI amp IndianaUniv will be ongoing so I encourage you to watch your email
millermagee,2020-03-13 00:49:40,NAN,RT mmcintire My sons friend came into JFK this week with a 103 fever Took himself off his next flight bc he was too sick stayed in NY Tested positive and his university was subsequently shut down No screening or questions at JFK No announcement to passengers on the flight
PutEmToSchleep,2020-03-13 00:49:39,Nevada,RT University to move to alternate operations March 23 2020 All classes will move online Campus to remain open Visit for details resources and ongoing updates
Zahorakhalil,2020-03-13 00:49:41,"Ontario ,Canada",RT Nothings impossible Its what you decide your limits are Olympic gold medalist LoriAnn Muenzer
calvertphoto,2020-03-13 00:49:41,"Reno, Nev.",RT University to move to alternate operations March 23 2020 All classes will move online Campus to remain open Vis
juliadesireee,2020-03-13 00:49:41,"St Martin, MS",RT The University is 100 protected from COVID19 thanks to Duo TwoFactor Authorization
evergreenabby,2020-03-13 00:49:38,Missouri State University,RT A glimpse at how the US is handling COVID19My dad works at Missouri State University He says hes not feeling well and he went to the university health center to get tested But the center turned him away because theyre only testing people who have traveled abroad
tanyzeey,2020-03-13 00:49:38,NAN,RT Some good news to cheer you upKorea and China are recovering Vietnam had their cases under control until British tourists spread it again but I think they can manage it A Philippine university invented a testing kit that can give results in just 2 hrs and for less than 30
delaniebraun,2020-03-13 00:49:38,Michigan USA,RT The University is 100 protected from COVID19 thanks to Duo TwoFactor Authorization
shes_a_beaute,2020-03-13 00:49:38,NAN,RT Per the US ARMY DO NOT click on a website that is regarding the global virus cases with a url pertaining to John Hopkins University It is malware that will instantly take your banking social security info and send it to a third party most likely international
kpopingthatass,2020-03-13 00:49:37,Atlanta GA,RT The University is 100 protected from COVID19 thanks to Duo TwoFactor Authorization
siwa_asinga,2020-03-13 00:49:37,St Louis,RT am i the only one that doesnt want my university to go to online courses i didnt sign up to take online courses for a reason its just going to make my life 10x more complicated lmao
hopeworldkaley,2020-03-13 00:49:35,texas,the world hates my university
MushroomPowers,2020-03-13 00:49:35,Ann Arbor MI,RT Collections manager of fungi position open at the University of Michigan Herbarium Work closely with UMichEEB curator Tim James to manage our world class collection
RJChandris59,2020-03-13 00:49:34,Florida USA,RT Coronavirus By The Numbers as reported by John Hopkins UniversityWhen you really look at the numbers you have to wonder why the media isnt at all hyped up about the 68310 people recovered by the virus 50000 of those recovered are from China Why no coverage
A_feliciano613,2020-03-13 00:49:34,NAN,RT am i the only one that doesnt want my university to go to online courses i didnt sign up to take online courses for a reason its just going to make my life 10x more complicated lmao
RunieDawn,2020-03-13 00:49:34,United States,RT The University of Guyana UG has closed its doors until March 20 following the announcement of Guyanas first case of COVID which resulted in the death of a woman
hum_97,2020-03-13 00:49:34,North london,RT Public Health England has confirmed that a student at the University Of Hertfordshire has been diagnosed with COVID19 We are working closely with the NHS and PHE to support the affected student 12
FanficSuccubus,2020-03-13 00:49:33,Yuri Hell Austria,All the girls are talking about how nice it is that he and his girlfriend made it from the same high school to the same university and when theyre getting married and hes sitting there like I dont even really like her
kass_franceska,2020-03-13 00:49:32,sheher,RT NBA cancels the season Italy stops incoming and outgoing flights World health organization announces COVID19 as a pandemic Every university in America shuts down Schools in Toronto just wash your hands lol its not that serious classes will still resume
GTGn731,2020-03-13 00:49:32,731,RT I will be visiting the University of Memphis on April 11
smoaksfraser,2020-03-13 00:49:41,,i really wish my university decides to cancel classes
spaceashes,2020-03-13 00:49:41,,RT Some good news to cheer you upKorea and China are recovering Vietnam had their cases under control until British
benavides_marta,2020-03-13 00:49:41,el salvador ,RT Good practices on this regard SmallIslandsDevStates amp FirstNationns all over specially in USA Canada in LAC
ThomasHall17,2020-03-13 00:49:41,"Ottawa, Canada",RT We are advising British Columbians against all nonessential travel outside of Canada and that includes the United
nyvarozay,2020-03-13 00:49:41,Jersey,RT you go black queen I graduated undergrad with a 29 gpa and I have a PhD I worked 2 jobs while being in school
Wiggum4Leafs,2020-03-13 00:49:32,Great White North,RT BREAKING As concerns surrounding the COVID19 pandemic continue to grow Western University has announced that it is cancelling all classes ldnont WesternU
erybear_,2020-03-13 00:49:31,NAN,RT The University is 100 protected from COVID19 thanks to Duo TwoFactor Authorization
ConfusedPhd,2020-03-13 00:49:31,NAN,University has restricted all nonessential travel PI still says it is necessary to go to the east coast for 3 weeks of fieldwork in May As I will not be collecting any data for my own dissertation on this trip am I wrong in feeing like this is definitely a nonessential trip
DemosDeme,2020-03-13 00:49:31,New Jersey USA,RT My spouse pointed out when I wondered whether Zoom could handle every university class in the country that I could always switch to meeting my students within World of Warcraft because the MMORPGs are definitely equipped to handle this kind of traffic
bethsuth,2020-03-13 00:49:30,Virginia,RT My spouse pointed out when I wondered whether Zoom could handle every university class in the country that I could always switch to meeting my students within World of Warcraft because the MMORPGs are definitely equipped to handle this kind of traffic
astralruby,2020-03-13 00:49:30,London Ontario,RT My spouse pointed out when I wondered whether Zoom could handle every university class in the country that I could always switch to meeting my students within World of Warcraft because the MMORPGs are definitely equipped to handle this kind of traffic
jarius_roddey,2020-03-13 00:49:30,North Augusta SC,RT THANK YOU University of North Carolina The BlueCollarKid is flipping the page to a New Chapter 55 OUT
yyz_kartik,2020-03-13 00:49:30,Toronto,University of Toronto CLOSE ALL CAMPUS of University of Toronto to prevent COVID19 Outbreak Sign the Petition via CdnChange
skyjunell,2020-03-13 00:49:28,Queens NY,RT am i the only one that doesnt want my university to go to online courses i didnt sign up to take online courses for a reason its just going to make my life 10x more complicated lmao
Amanda_trng,2020-03-13 00:49:27,Salt Lake City UT,RT Wow dean of University of Washington medical school is asking qualified graduate students to pause their research and instead help run COVID19 lab testsVoluntary until compensation structure can be determined
chucker,2020-03-13 00:49:27,Bremen Germany,RT In 1665 the University of Cambridge temporarily closed due to the bubonic plague Isaac Newton had to work from home and he used this time to develop calculus and the theory of gravity
EmilyOlkkola,2020-03-13 00:49:27,Denton TX,RT My spouse pointed out when I wondered whether Zoom could handle every university class in the country that I could always switch to meeting my students within World of Warcraft because the MMORPGs are definitely equipped to handle this kind of traffic
UMNewsie,2020-03-13 00:49:26,Live in Annapolis,Due to the University of Marylands having to extend its spring break and move to virtual classes for at least two weeks because of the coronavirus pandemic this months Face Time With the Pros is off We will try to reschedule Stay tuned
dannythepug,2020-03-13 00:49:26,NAN,RT Some good news to cheer you upKorea and China are recovering Vietnam had their cases under control until British tourists spread it again but I think they can manage it A Philippine university invented a testing kit that can give results in just 2 hrs and for less than 30
amberkjgiles,2020-03-13 00:49:26,Katyas left armpit,RT am i the only one that doesnt want my university to go to online courses i didnt sign up to take online courses for a reason its just going to make my life 10x more complicated lmao
virginia_true,2020-03-13 00:49:41,"Virginia, USA",BEWAREHackers are spreading malware through fake coronavirus tracker mapsJohn Hopkins University COVID19 map
